Ticker,CIK
lcii,763744
livn,1639691
gkos,1192448
ng,1173420
mdc,773141
vcyt,1384101
trtn,1660734
igt,1619762
mant,892537
njr,356309
viav,912093
pch,1338749
cbu,723188
form,1039399
nsp,1000753
ptve,1527508
mth,833079
ibp,1580905
adnt,1670541
sr,1126956
umbf,101382
amn,1142750
cwk,1628369
hmsy,1196501
cmd,19446
amba,1280263
aeo,919012
focs,1651052
axsm,1579428
nstg,1401708
sogo,1713947
sfrgy,1571549
umpq,1077771
cbrl,1067294
eqc,803649
ab,825313
spb,109177
ktos,1069258
cnmd,816956
nad,1083839
bipc,1788348
box,1372612
cwst,911177
mic,1289790
fele,38725
m,794367
cort,1088856
cpa,1345105
aqua,1604643
csiq,1375877
mtls,1091223
nhi,877860
hl,719413
kmt,55242
laur,912766
homb,1331520
dnp,806628
pdco,891024
sxt,310142
regi,1463258
arnc,1790982
gdot,1386278
unvr,1494319
zto,1677250
ale,66756
wtm,776867
bku,1504008
ccohy,1461283
cno,1224608
mstr,1050446
bcucy,1581285
golf,1672013
ebc,1810546
rezi,1740332
opk,944809
mmsi,856982
boh,46195
bvn,1013131
apg,1796209
blue,1293971
pci,1558629
acia,1651235
trn,99780
twou,1459417
bhf,1685040
ps,1725579
cydy,1175680
azihy,1533475
anioy,1438557
ait,109563
csod,1401680
kex,56047
teo,932470
pjt,1626115
avir,1593899
ngvt,1653477
fhb,36377
accd,1481646
fnb,37808
celh,1341766
sdipf,1562040
lxp,910108
imab,1778016
bstz,1768666
enr,1632790
blkb,1280058
spt,1517375
tls,320121
ccoi,1158324
bbu,1654795
tcbi,1077428
jjsf,785956
frhc,924805
gatx,40211
rrr,1653653
ofc,860546
arct,1768224
safm,812128
vsh,103730
agio,1439222
exls,1297989
mgni,1595974
dao,1781753
inov,1619954
tgna,39899
fcfs,840489
lgih,1580670
algt,1362468
pacw,1102112
hi,1417398
shoo,913241
rvmd,1628171
fhi,1056288
nwe,73088
pzza,901491
evtc,1559865
sono,1314727
syna,817720
aple,1418121
mcy,64996
dan,26780
awr,1056903
dorm,868780
alvr,1754068
sun,1552275
momo,1610601
bnl,1424182
ppbi,1028918
rog,84748
hwc,750577
mmyt,1495153
lthm,1742924
wkhs,1425287
gbt,1629137
wd,1497770
fn,1408710
fnma,310522
krtx,1771917
ccu,888746
becn,1124941
opch,1014739
veon,1468091
hrb,12659
bxs,1299939
chx,1723089
out,1579877
coop,933136
adct,1771910
utz,1739566
wern,793074
psmt,1041803
ful,39368
six,701374
hmy,1023514
yq,1821468
smpl,1702744
rcm,1472595
wri,828916
jteky,1446661
fskr,1525759
ag,1308648
bzun,1625414
cron,1656472
ava,104918
bft,1818355
esba,1553079
esrt,1541401
unit,1620280
nus,1021561
nuva,1142596
ael,1039828
joe,745308
ailih,18654
bmi,9092
itgr,1114483
sstk,1549346
taro,906338
tco,890319
abg,1144980
igms,1496323
hyln,1759631
ibtx,1564618
exg,1379438
xncr,1326732
comm,1517228
tsem,928876
cvlt,1169561
onb,707179
manu,1549107
eat,703351
mxl,1288469
lysdy,1444327
max,1818383
noah,1499543
aca,1739445
gmely,1449219
scl,94049
cwt,1035201
egfey,1437178
yala,1794350
nni,1258602
wor,108516
ese,866706
nsit,932696
bnr,1792267
hp,46765
cciv,1811210
nnox,1795251
www,110471
mc,1596967
cvbf,354647
abm,771497
hgv,1674168
pcrx,1396814
cixx,1829948
phr,1412408
amrc,1488139
sina,1094005
sgmo,1001233
trq,1158041
ostk,1130713
lila,1712184
urbn,912615
cwh,1669779
b,9984
gcmg,1819796
prmw,884713
tjbh,1499785
asb,7789
mgee,1161728
mog-a,67887
brc,746598
fibk,860413
kw,1408100
abcb,351569
aub,883948
atrc,1323885
anat,1801075
usm,821130
jw-a,107140
isbc,1594012
ghc,104889
cnx,1070412
oibr-c,1160846
kura,1422143
cbt,16040
door,893691
coke,317540
tdc,816761
nsa,1618563
beat,1574774
atco,1794846
svnby,1464794
eqx,1756607
bpxxy,1567024
irbt,1159167
ago,1273813
stay,1581164
zyme,1403752
csq,1275214
ping,1679826
tex,97216
omab,1378239
cim,1409493
caty,861842
car,723612
hth,1265131
matx,3453
flow,1641991
ucbi,857855
itci,1567514
spxc,88205
cmc,22444
pmvp,1699382
bbby,886158
ninoy,1446588
jeld,1674335
colb,887343
sfm,1575515
utf,1275617
seas,1564902
qntqy,1350865
ths,1320695
ktb,1760965
indb,776901
sho,1295810
bcat,1809541
vne,1733186
enbl,1591763
nktx,1787400
kfy,56679
save,1498710
kar,1395942
bndsy,1438556
jgccy,1446662
gt,42582
peb,1474098
ain,819793
snbr,827187
azul,1432364
iboc,315709
cde,215466
plmr,1761312
rock,912562
nuv,812801
clny,1679688
grwg,1604868
gbdc,1476765
om,1484612
epr,1045450
eaf,931148
dy,67215
med,910329
onto,704532
jehly,867536
gef,43920
ely,837465
cmpr,1262976
stra,1013934
flr,1124198
mcrb,1609809
afya,1771007
rvlv,1746618
nzf,1137887
mdrx,1124804
niu,1744781
tph,1561680
gb,1799983
swn,7332
sfnc,90498
rlj,1511337
omi,75252
thrm,903129
sttk,1680367
cere,1805387
wgo,107687
avns,1606498
plxs,785786
ear,1719395
epay,1073349
gshhy,1012139
ymab,1722964
gpi,1031203
bkuh,1440153
ctre,1590717
nac,1074952
lkncy,1767582
scgey,1449267
vsat,797721
eprt,1728951
sum,1621563
infn,1138639
stok,1623526
ego,918608
vrrm,1682745
ax,1299709
aozoy,1383906
rusha,1012019
pro,1392972
lung,1127537
avav,1368622
fcpt,1650132
zntl,1725160
rcii,933036
iba,1044896
sfbs,1430723
domo,1505952
wsfs,828944
sji,91928
shen,354963
iosp,1054905
hrmy,1802665
jack,807882
kron,1741830
xper,1803696
enlc,1592000
fun,811532
rcus,1724521
silk,1397702
navg,793547
tcp,1075607
fwrd,912728
sbgi,912752
yext,1614178
md,893949
gnw,1276520
tpic,1455684
ngm,1426332
myov,1679082
cvtv,1639234
pvg,1508844
cmp,1227654
arce,1740594
bposy,1588966
main,1396440
fbc,1033012
trox,1530804
apha,1733418
ati,1018963
psec,1287032
msge,1795250
vtkly,913744
ggal,1114700
sanm,897723
mtx,891014
maxr,1121142
bur,1714174
klic,56978
mgln,19411
or,1627272
fsk,1422183
sats,1415404
ntct,1078075
calx,1406666
rmbs,917273
uehpy,1364276
pdm,1042776
mtor,1113256
fult,700564
bdn,790816
hexo,1690947
yelp,1345016
bgs,1278027
bcnay,1445168
hcsg,731012
tr,98677
ako-a,925261
rpay,1720592
skyw,793733
prax,1689548
fuway,1090454
prsc,1220754
cmps,1816590
cyrx,1124524
srne,850261
vie,1734517
ypf,904851
mli,89439
nvmi,1109345
sitc,894315
prgs,876167
pgre,1605607
mlhr,66382
fix,1035983
cade,1614184
nmih,1547903
pgen,1356090
mythy,1437470
jps,1176433
fss,277509
gsbd,1572694
ftai,1590364
axnx,1603756
lob,1462120
irwd,1446847
lgf-a,929351
hubg,940942
amrn,897448
prpl,1643953
frme,712534
bcc,1328581
epc,1096752
atkr,1666138
wsbc,203596
cent,887733
mfgp,1359711
orryy,1641431
whd,1699136
nk,1326110
int,789460
real,1573221
idcc,1405495
tac,1144800
tds,1051512
kncay,1447125
sjw,766829
dpuky,1526593
yduqy,1519821
fbp,1057706
sitm,1451809
mwa,1350593
mrsn,1442836
flidy,1433087
wafd,936528
hyfm,1695295
pty,1190935
cioxy,1483379
hrtx,818033
ety,1340736
inst,1355754
rvnc,1479290
fit,1447599
atra,1604464
hri,1364479
cstm,1563411
crvl,874866
pdce,77877
pqg,1708035
ehth,1333493
ctb,24491
tse,1519061
lzb,57131
olma,1750284
ipar,822663
cub,26076
adx,2230
atsg,894081
hcat,1636422
rgnx,1590877
cpk,19745
pipr,1230245
cnk,1385280
rpai,1222840
banf,760498
svc,945394
mdgl,1157601
bdc,913142
tbio,1693415
iijiy,1090633
twnk,1644406
adus,1468328
calm,16160
vgr,59440
repl,1737953
kaiky,1447126
dcbo,1829959
dea,1622194
cstl,1447362
rnst,715072
aso,1817358
inbx,1739614
eva,1592057
sky,90896
ww,105319
vnom,1602065
sbe,1777393
pmt,1464423
btt,1528437
wre,104894
hpk,1792849
mur,717423
qure,1590560
nrix,1549595
mik,1593936
rrc,315852
egov,1065332
jag,1685715
insg,1022652
cswi,1624794
two,1465740
praa,1185348
pdi,1510599
azre,1633438
drna,1399529
kros,1664710
kro,1257640
hbm,1322422
pbh,1295947
atge,730464
navi,1593538
oi,812074
csii,1180145
fmbi,702325
evt,1253327
ottr,1466593
amk,1591587
mnr,67625
mfa,1055160
abr,1253986
auph,1600620
srrk,1727196
psnl,1527753
oflx,1317945
wbt,1650962
hlg,1596964
gcp,1644440
clbk,1723596
ufs,1381531
aat,1500217
cva,225648
ipof,1818873
mgy,1698990
cake,887596
hmn,850141
ocul,1393434
pagp,1581990
ttcf,1741231
flws,1084869
mag,1230992
eb,1475115
fmtx,1538927
ino,1055726
cffn,1490906
knte,1797768
htlf,920112
cvco,278166
itcb,1276671
zuo,1423774
trmk,36146
hlio,1024795
utg,1263994
avsfy,1454176
pntg,1766400
dsl,1566388
ttgt,1293282
mnro,876427
lgnd,886163
iag,1203464
rlgy,1398987
wetg,1784970
gluu,1366246
kn,1587523
acb,1683541
ffbc,708955
cnst,1434418
blmn,1546417
ns,1110805
big,768835
tup,1008654
gab,794685
prk,805676
htgc,1280784
crc,1609253
osis,1039065
usna,896264
avya,1418100
rvt,804116
xhr,1616000
clne,1368265
cxp,1252849
alg,897077
atgsy,1437541
drh,1298946
adldy,1641427
eurn,1604481
simo,1329394
fbk,1649749
amwd,794619
sah,1043509
dbc,1328237
patk,76605
rqi,1157842
gol,1291733
paya,1819881
gtn,43196
ari,1467760
spns,885740
kai,886346
cohu,21535
prft,1085869
vrts,883237
wdr,1052100
nwbi,1471265
cogny,1584943
qfin,1741530
ue,1611547
ahl-pc,1267395
bdj,1332283
blnk,1429764
catm,1671013
pslv,1494728
roic,1407623
ccs,1576940
sim,887153
ty,99614
fmcc,1026214
gbio,1733294
sbcf,730708
bbn,1493683
vctr,1570827
inmd,1742692
banr,946673
bv,1734713
hhr,1721181
mac,912242
aaww,1135185
smci,1375365
usph,885978
ltc,887905
npo,1164863
cccc,1662579
vrtu,1207074
aledy,1508668
msc,1713334
kamn,54381
sa,1231346
bsig,1748824
jrvr,1620459
ntb,1653242
grvy,1313310
gnl,1526113
blfs,834365
bgcp,1094831
vsto,1616318
mgrc,752714
cdxs,1200375
ilpt,1717307
rtlr,1748773
odp,800240
htld,799233
ismay,1438655
ken,1611005
syke,1010612
ngd,800166
ddd,910638
hep,1283140
argo,1091748
mass,1555279
pcvx,1649094
csgs,1005757
hni,48287
mlab,724004
ceqp,1136352
slp,1023459
sasr,824410
pubm,1422930
usa,799195
qtrx,1503274
kalu,811596
ar,1433270
eh,1759783
sg,1744894
wpf,1809104
xpel,1767258
baly,1747079
mrtn,799167
scs,1050825
ttmi,1116942
cytk,1061983
fpf,1567569
road,1718227
mmi,1578732
zeal,1674988
lwel,1567098
sig,832988
bke,885245
cers,1020214
hska,1038133
evv,1222922
par,708821
wabc,311094
bmdpf,1002788
mgnx,1125345
bsm,1621434
nwn,1733998
etv,1322436
sgry,1638833
cbz,944148
icfi,1362004
sbh,1368458
mygn,899923
upld,1505155
btz,1379384
mei,65270
prtc,1782999
ipoc,1801170
lgsxy,1447221
mbuu,1590976
lnn,836157
alx,3499
tslx,1508655
cvi,1376139
mtdr,1520006
rig,1451505
szgpy,1450344
hyt,1222401
sgtx,1821323
oric,1796280
mho,799292
sand,1434614
pfs,1178970
imgn,855654
play,1525769
otrk,1136174
etg,1270523
gme,1326380
mvis,65770
fsm,1341335
trs,842633
nymt,1273685
brmk,1784797
acmr,1680062
lfugf,1448591
syx,945114
evh,1628908
lasr,1124796
eigi,1237746
endp,1593034
bcrx,882796
nbtb,790359
prim,1361538
knsa,1730430
core,1318084
pam,1469395
hsc,45876
alec,1653087
dkl,1552797
crs,17843
aroc,1389050
ghg,1724755
lkfn,721994
vcra,1129260
linx,1770883
gpro,1500435
arqt,1787306
btai,1720893
tpgy,1819399
epac,6955
stc,94344
bxmx,1298699
bst,1616678
amcx,1514991
uctt,1275014
ccx,1774675
aste,792987
hurn,1289848
nmrk,1690680
vcel,887359
si,1312109
gms,1600438
dniyy,1487739
clls,1627281
forty,1045986
crncy,909531
impjy,1437538
faro,917491
irt,1466085
air,1750
hope,1128361
ffg,1012771
modn,1118417
kpti,1503802
nndm,1643303
advm,1501756
codi,1345126
wmk,105418
gva,861459
tnc,97134
egbn,1050441
mtrn,1104657
silv,1659520
nfj,1260563
amrs,1365916
swm,1000623
rptx,1808158
rdwr,1094366
rytm,1649904
ssys,1517396
qada,1036188
usac,1522727
gty,1052752
chrs,1512762
krg,1286043
maxn,1796898
msex,66004
evop,1704596
tlnd,1668105
inva,1080014
brray,1381202
tlry,1731348
epzm,1571498
tbk,1539638
tbph,1583107
fro,913290
vbtx,1501570
loma,1711375
bdtx,1701541
pgti,1354327
nxgn,708818
cnr,883902
nvgi,1500122
scwx,1468666
tril,1616212
grbk,1373670
flgt,1674930
den,945764
azz,8947
foe,35214
pasg,1787297
ladr,1577670
jws,1800682
alex,1545654
sy,1758530
crto,1576427
cash,907471
akr,899629
gbx,923120
aifly,1065199
lac,1440972
lbrt,1694028
krys,1711279
ges,912463
rgr,95029
vsta,1792829
anf,1018840
rmax,1581091
supn,1356576
brog,1774983
erj,1355444
ravn,82166
rmr,1644378
himx,1342338
boot,1610250
atri,701288
elf,1600033
gth,1782594
evri,1318568
cvgw,1133470
plus,1022408
ntgr,1122904
lmnx,1033905
ipoe,1818874
dds,28917
uis,746838
nrk,1195739
lx,1708259
itos,1808865
qnst,1117297
cnxn,1050377
uvv,102037
amti,1801777
wire,850460
ecpg,1084961
cpg,1545851
frg,1528930
nrc,70487
frta,1678463
cli,924901
nfh,1737422
fdp,1047340
dgnr,1818201
saft,1172052
nmz,1266585
ssp,832428
atec,1350653
buse,314489
sndx,1395937
ecol,1783400
clb,1000229
mtsc,68709
zgnx,1375151
mdxg,1376339
gff,50725
ebix,814549
mlco,1381640
cgen,1119774
svm,1340677
rna,1599901
bwmx,1788257
bpmp,1708301
prpb,1812667
itpof,880224
tigr,1756699
dk,1694426
ocfc,1004702
atnx,1300699
ih,1814423
gnmk,1487371
chct,1631569
freq,1703647
nmfc,1496099
atha,1620463
ever,1640428
jout,788329
fgroy,1438926
vitl,1579733
cang,1725123
annx,1528115
amsf,1018979
star,1095651
vlrs,1520504
opi,1456772
cts,26058
dqws,1652561
arcb,894405
fax,790500
bif,102426
giii,821002
ptgx,1377121
nexa,1713930
drq,1042893
fdmt,1650648
morf,1679363
hgen,1293310
bcab,1826892
efsc,1025835
eos,1308335
hees,1339605
ciic,1789760
apsg,1820872
din,49754
ajax,1824963
prrfy,1446252
chco,726854
mcri,907242
chy,1222719
crhc,1818212
step,1796022
oxm,75288
sbtx,1671858
ffc,1174164
grpn,1490281
snex,913760
etw,1322435
plt,914025
ltmaq,1047716
cndt,1677703
home,1646228
qqqx,1608741
rily,1464790
geo,923796
rnp,1224450
dlx,27996
acel,1698991
hcc,1691303
crk,23194
nxe,1698535
hqh,805267
gwb,1613665
labl,819220
ccf,830524
wnw,1787803
drd,1023512
algs,1799448
nhc,1047335
slcjy,1523541
tcbk,356171
nvee,1532961
tmp,1005817
nxrt,1620393
sbsi,705432
iiiv,1728688
nblx,1647513
swbi,1092796
stro,1382101
prvb,1695357
iesc,1048268
gsah,1809987
kref,1631596
tcrr,1750019
awf,906013
shyf,743238
tgh,1413159
myrg,700923
fcf,712537
rtp,1819848
pi,1114995
arco,1508478
cls,1030894
for,1406587
agys,78749
ftoc,1816090
riot,1167419
pten,889900
nwbo,1072379
nbhc,1475841
dhc,1075415
petq,1668673
ghld,1821160
ll,1396033
lnth,1521036
sibn,1459839
dyn,1818794
rbbn,1708055
meso,1345099
srce,34782
avo,1802974
bma,1347426
opra,1737450
bchg,1732409
tgp,1308106
chi,1171471
acls,1113232
ptnr,1096691
rad,84129
stpk,1758766
jpc,1216583
hy,1173514
rwt,930236
skt,899715
eim,1176984
veri,1615165
veco,103145
brbr,1772016
glng,1207179
clnc,1717547
tars,1819790
myi,883412
bhe,863436
resi,1555039
stkl,351834
cmre,1503584
ingn,1294133
rdnt,790526
imax,921582
pbi,78814
lca,1768012
pack,1712463
smp,93389
plow,1287213
oec,1609804
audc,1086434
lrn,1157408
fbnc,811589
pra,1127703
krny,1617242
sph,1005210
cmco,1005229
plrx,1746473
cenx,949157
trhc,1651561
np,1296435
inn,1497645
zumz,1318008
chef,1517175
aod,1379400
axl,1062231
tvty,704415
kfrc,930420
phat,1783183
tsha,1806310
icpt,1270073
sxi,310354
akro,1744659
wnc,879526
stba,719220
csr,798359
fhtx,1822462
vivo,794172
cyh,1108109
brkl,1049782
omer,1285819
gam,40417
ceva,1173489
pml,1170299
ospn,1044777
eig,1379041
cry,784199
kids,1425450
amph,1297184
wll,1255474
lgvw,1804176
enva,1529864
mara,1507605
best,1709505
uht,798783
rdus,1428522
prdo,1046568
dht,1331284
unfi,1020859
denn,852772
fprx,1175505
sybt,835324
kos,1509991
ofg,1030469
clm,814083
holi,1357450
bjri,1013488
aio,1778114
bhk,1160864
ffwm,1413837
vbiv,764195
imos,1123134
alp-pq,3153
enta,1177648
wow,1701051
quot,1115128
sgh,1616533
ulnv,1605810
extr,1078271
sblk,1386716
jbss,880117
apog,6845
fxcny,1164009
trit,1819876
matw,63296
biio,1575420
dbd,28823
tpb,1290677
tpre,1576018
ihrt,1400891
ahh,1569187
crtx,1662774
vmo,884152
mitfy,1515160
gof,1380936
fpac,1829426
osur,1116463
agc,1823340
ckh,859598
mdp,65011
ichr,1652535
grc,42682
calt,1795579
bhlb,1108134
camt,1109138
gogo,1537054
jqc,1227476
schn,912603
emd,1227862
scu,1403256
fbm,1688941
nesr,1698514
orgo,1661181
gabc,714395
desp,1703141
pfc,946647
afin,1568162
kra,1321646
cel,1385145
trtx,1630472
srg,1628063
acco,712034
tgs,931427
adap,1621227
imkta,50493
sri,1043337
pae,1720821
hngr,722723
ctagy,1450009
thq,1604522
cet,18748
hzo,1057060
gldd,1372020
ofix,884624
tcmd,1027838
mitk,807863
boac,1818089
alpc,1616736
gsky,1712923
goss,1728117
hfwa,1046025
esta,1688757
gel,1022321
mbin,1629019
pthiy,1520253
ten,1024725
wetf,880631
tcx,909494
aten,1580808
espr,1434868
bcsf,1655050
eose,1805077
pdfs,1120914
wlkp,1604665
dmrc,1438231
pbf,1534504
prvl,1714798
phk,1219360
ha,1172222
schl,866729
cars,1683606
afib,1522860
syrs,1556263
radi,1810739
meg,1643615
rbac,1815184
msgn,1469372
hibb,1017480
oii,73756
ipod,1818876
vxrt,72444
ac,1642122
kelya,55135
mgpi,835011
igr,1268884
bkd,1332349
leap,1818346
ra,1655099
stfc,874977
gthx,1560241
nie,1383441
vtol,1525221
pahc,1069899
vygg,1822877
sft,1762322
mnkd,899460
avan,1819608
osw,1758488
cxw,1070985
akus,1722271
cbb,716133
cara,1346830
spwh,1132105
oas,1486159
vgac,1804591
ande,821026
ocsl,1414932
fph,1574197
forr,1023313
hrvsf,1760439
cii,1278895
xent,1271214
lmat,1158895
tbbk,1295401
albo,1322505
ngms,1821349
aiv,922864
gprk,1464591
ambc,874501
sgsvf,1398832
erii,1421517
trvg,1683825
vnda,1347178
kdmn,1557142
cco,1334978
altm,1692787
ebsb,1600125
agm,845877
cfii,1811856
cnob,712771
bfs,907254
pump,1680247
htd,1260041
gsg,1332174
wash,737468
kdny,1435049
glt,41719
lind,1512499
nkx,1195738
nwli,1635984
sqz,1604477
mmx,1773250
prty,1592058
ldp,1548717
iclk,1697818
nex,1688476
gim,828803
wiw,1267902
dnow,1599617
echo,1426945
nx,1423221
hmi,1720446
arzty,1423210
banc,1169770
tdf,919893
kodk,31235
mgtx,1735438
oncr,1671818
crmt,799850
rmg,1757932
goac,1816176
crdf,1213037
wprt,1370416
hutcy,1461402
kyn,1293613
crzo,1040593
iim,885601
hfro,1710680
dms,1725134
bedu,1696355
swdhy,1531006
agro,1499505
sii,1512920
adtn,926282
vapo,1253176
rev,887921
bomn,1494582
plab,810136
hmst,1518715
sfl,1289877
mgic,876779
slrc,1418076
axgn,805928
cmbm,1738177
cdmo,704562
cown,1466538
pfn,1296250
ueic,101984
pfbc,1492165
vgm,880892
atex,1304492
usat,896429
goev,1750153
nunz,886093
bcov,1313275
wina,908315
plce,1041859
plya,1692412
cir,1091883
ccd,1602584
vkq,877463
hzac,1817071
gray,1534133
finv,1691445
atni,879585
wrld,108385
ainv,1278752
treb,1805833
hlit,851310
mye,69488
wtre,1601669
bcor,1068875
boe,1320375
arr,1428205
agx,100591
parr,821483
exk,1277866
clct,1089143
pets,1040130
res,742278
pdt,855886
ncbs,1174850
awh,926617
knl,1011570
amsc,880807
pcn,1160990
hzon,1821788
grsv,1816816
rc,1527590
vet,1293135
yumm,1073748
aeri,1337553
bfk,1137393
tgi,1021162
sohu,1734107
apxt,1777921
cyd,932695
rbcaa,921557
iqi,885125
rpt,842183
cris,1108205
gmre,1533615
nls,1078207
hstm,1095565
etj,1395325
tpc,77543
gsbc,854560
abtx,1642081
ntus,878526
myd,879361
npacy,1450276
gogl,1029145
love,1701758
lc,1409970
vvi,884219
cldx,744218
loco,1606366
cepu,1717161
ruprf,1010000
arlo,1736946
bpfh,821127
vff,1584549
vta,1393662
vsbc,1697884
efc,1411342
tig,1801754
tbi,768899
agen,1098972
capl,1538849
ppr,826020
vslax,853180
veru,863894
erf,1126874
lqdt,1235468
can,1780652
thcb,1760689
qiwi,1561566
tcpc,1370755
sp,1059262
uslm,82020
nbb,1478888
coll,1267565
bbar,913059
hbnc,706129
nid,1557915
bcx,1506289
sol,1417892
rnwey,1361369
boom,34067
ameh,1083446
cpac,1221029
mod,67347
gsat,1366868
ebon,1799290
fanh,1413855
vrex,1681622
nfbk,1493225
ctbi,350852
togl,1378125
uscr,1073429
bit,1562818
eoi,1300391
arch,1037676
amrx,1723128
cbtx,1473844
lorl,1006269
hio,910068
ardx,1437402
fvti,1626745
ziop,1107421
umh,752642
vspr,1818093
anik,898437
stng,1483934
talo,1724965
nga,1815495
rigl,1034842
caap,1717393
good,1234006
atrs,1016169
le,799288
isee,1410939
imtx,1809196
avid,896841
trst,357301
vcv,895531
scsc,918965
gdyn,1743725
anab,1370053
utl,755001
frln,1810031
prts,1378950
sppi,831547
dmyt,1793659
fbms,947559
sm,893538
qcrh,906465
obnk,1516912
qtnt,1596946
clsk,827876
cgbd,1544206
duo,1750593
egrx,827871
abml,1576873
hone,1769617
lbai,846901
npk,80172
pcpl,1800347
avro,1681087
merc,1333274
ruby,1709401
clw,1441236
mnrl,1745797
nvgs,1581804
new,1726189
tcs,1411688
mmrty,1412481
tlmd,1791091
muc,1051004
sptn,877422
kop,1315257
hlx,866829
dco,30305
ssdt,1673504
yorw,108985
blx,890541
bgy,1393299
fixx,1661998
abst,1071058
dfin,1669811
imxi,1683695
by,1702750
mmd,1518557
aosl,1387467
bcel,1532346
ruth,1324272
ufcs,101199
idex,837852
ghy,1554697
nbtx,1760854
sldb,1707502
flxn,1419600
qell,1821171
spro,1701108
ghiv,1783398
vray,1597313
vvr,1059386
mvf,835948
pstx,1661460
odt,1717452
nxj,1087786
ihc,701869
one,1722380
cps,1320461
lgorf,1400438
bpyu,1496048
fmcb,1085913
sboey,1578955
bmtc,802681
plse,1625101
ivr,1437071
afmd,1608390
curo,1711291
ipv,1789029
solo,1637736
hix,1058239
aan,1821393
apre,1781983
uvsp,102212
dnk,1785154
amtb,1734342
arlp,1086600
smlr,1554859
glp,1323468
hbia,732417
cai,1388430
lpg,1596993
cvm,725363
aegn,353020
pbfx,1582568
mui,1232860
chw,1396277
ggn,1313510
avk,1219120
siga,1010086
bq,1815021
blw,1233681
dfp,1559991
dvax,1029142
pace,1819404
wifi,1169988
mpx,1129155
ulh,1308208
fmbh,700565
inzy,1693011
gato,1517006
tuwoy,1145678
hsii,1066605
seznl,1662991
curi,1776909
bto,925683
casa,1333835
cmo,766701
mmu,886043
dgii,854775
jg,1737339
bgb,1546429
pros,1634038
cubi,1488813
prta,1559053
revg,1687221
bme,1314966
hwkn,46250
rapt,1673772
dmyd,1816101
csv,1016281
mirm,1759425
fi,1575828
diax,1608742
cass,708781
gden,1071255
spnv,1825024
srdx,924717
vec,1601548
gpmt,1703644
jpi,1547994
fmac,1822219
nink,1567388
kndi,1316517
mtem,1183765
asix,1673985
aqb,1603978
yi,1738906
eqd,1818221
tile,715787
hps,1215913
chuy,1524931
bbsi,902791
fnko,1704711
amswa,713425
coe,1659494
mrc,1439095
rlmd,1553643
trmd,1655891
ldl,60977
strl,874238
slca,1524741
gan,1799332
cfb,1458412
orbc,1361983
yin,1661125
cpe,928022
mfl,1045126
scvl,895447
bfc,1746109
oprt,1538716
qep,1108827
ubp,1029800
fbrx,1419041
nqp,870780
ff,1337298
dtil,1357874
tshmy,1503526
pzn,1399249
xene,1582313
evn,1074540
cpf,701347
thff,714562
pebo,318300
ntst,1798100
ifn,917100
ango,1275187
impx,1820191
mcft,1638290
etnb,1785173
clvs,1466301
cldt,1476045
mua,901243
cac,750686
tg,850429
lxrx,1062822
llnw,1391127
myn,882150
evlo,1694665
leo,818972
alta,1636286
sln,1479615
lbc,1475348
zixi,855612
wldn,1370450
htbk,1053352
jhb,1647933
cbat,1117171
mca,888410
aplt,1697532
ncv,1214935
fuv,1558583
hpi,1176199
ampe,1411906
eft,1288992
fldm,1162194
swir,1111863
sprb,1683553
tmdx,1756262
oyst,1720725
dbi,1319947
urov,1740547
ta,1378453
mqy,890196
hvt,216085
aagh,1098009
smmc,1774155
qtt,1733298
spne,1637761
ircp,1128173
bzh,915840
cmtl,23197
xl,1772720
igd,1285890
thr,1489096
dcom,1005409
smts,1705259
gern,886744
eth,896156
xoma,791908
blbd,1589526
oprx,1448431
isd,1534880
cal,14707
gts,1171662
rfp,1393066
jfr,1276533
vki,908993
fsd,1494530
mgi,1273931
mrus,1651311
sols,1519177
fusn,1805890
zyxi,846475
smmt,1599298
bmrc,1403475
ecom,1169652
nltx,1404644
tsc,1380846
catc,711772
xbit,1626878
amot,46129
loak,1779020
tclry,1080259
ead,1210123
clar,913277
thbr,1769318
opt,1815620
hcci,1403431
gbab,1495825
inaq,1819035
fthm,1753162
bdsx,1439725
knop,1564180
iva,1756594
ctrn,1318484
dhil,909108
akts,1584754
nisn,1603993
oxlc,1495222
gbl,1060349
nhf,1356115
advv,1698519
nssc,69633
hql,884121
hymc,1718405
hyac,1771908
dsu,1051003
krp,1657788
jih,1787791
efr,1258623
aspn,1145986
uuuu,1385849
thw,1635977
alrs,903419
fosl,883569
pko,1412350
flng,1772253
vhi,59255
apei,1201792
snpr,1819584
mdrpf,1526243
gpre,1309402
hmlp,1603016
pand,1807901
laws,703604
avd,5981
bxg,778946
nat,1000177
autl,1730463
rnlx,1811115
mx,1325702
bdge,846617
amyt,1783010
higa,1823776
TRUE,1327318
caf,1368493
ppt,827773
faii,1815849
vktx,1607678
pmo,900422
mtl,1302362
sva,1084201
djco,783412
pbyi,1401667
nptn,1227025
tufn,1757399
gmda,1600847
arow,717538
omn,1090061
rex,744187
glsi,1799788
onew,1772921
uve,891166
wsbf,1569994
mta,1722606
cbay,1042074
drrx,1082038
vuzi,1463972
lsf,1650696
ssti,1351636
irs,933267
prof,1628808
crf,33934
peix,778164
atlc,1464343
fuse,1807846
mrns,1267813
ryi,1481582
tpco,1593195
alt,1326190
kala,1479419
ktf,839533
ehi,1228509
crnx,1658247
oxfd,1586049
bysi,1677940
fsp,1031316
enpc,1816261
ctt,1341141
